playlist_id,playlist_title,video_id
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,v5EGTBpQ5DQ
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,kbCa5S83F18
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,c9TOVjPyHsw
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,c-j_43spAr4
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,B3XGHXCKAuQ
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,CRtSTodP09Q
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,FTIaH-kpzCM
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,HSFbcJU51lA
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,fkNDpeZO3mE
PLnNotX5RheZhfs7oL6m_Row8_3I_ZCopZ,Explore BMO Stadium,mV-dWaQXWDE
PLnNotX5RheZj8UeFT9AnyFjNNnfpoy0sF,TASTEMAKERS presented by Francis Ford Coppola Winery,0mo10mknAEs
PLnNotX5RheZj8UeFT9AnyFjNNnfpoy0sF,TASTEMAKERS presented by Francis Ford Coppola Winery,7Uo4i0KvQ4o
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,eKktcUryxFM
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,ewF_pG3IwLo
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,6no1uppROzo
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,l0P0-qBha0s
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,-Lj_gcPfR_Q
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,AausGeuwp2w
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,NuFvjLqPJDY
PLnNotX5RheZhz78ivPu_NDsO6-6HI5mYm,Beita Time : Season 1,8pyZp6ZpkiY
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,HvVQtNJWcsE
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,-Lj_gcPfR_Q
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,4NRGWtJw4Y0
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,O3zh613n4DM
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,fVxsqWmPTPM
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,KOvzIMpASy0
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,1Fz06DUSbes
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,EGFzLv4w6ac
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,AausGeuwp2w
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,9QH4Rg3coB8
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,-Dkm5Ysjdjk
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,NuFvjLqPJDY
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,K03uNufOWLc
PLnNotX5RheZixZnDezkQBeeIzyxp29U6p,Beita Time,8pyZp6ZpkiY
